ID_Ativo,Frequencia_Falhas,Tempo_Operacao,Numero_Clientes_Afetados,Tipo_Ativo,Localidade,Historico_Manutencao,Impacto_DEC_FEC,Data_Evento,Frequencia_Falhas_Norm,Tempo_Operacao_Norm,Impacto_DEC_FEC_Norm,Numero_Clientes_Afetados_Norm,Criticidade,Criticidade_Cenário 1,Criticidade_Cenário 2
A-0430,4,5.5,500,Seccionalizador,Zona Oeste,Sim,25.06,2024-06-16,0.5,0.11134453781512606,0.5285291631445477,0.47368421052631576,0.4281960775590211,0.4670616237775085,0.3893305313405337
A-0431,1,5.1,100,Cabo,Zona Norte,Não,7.55,2020-10-28,0.125,0.10294117647058823,0.1584953508030431,0.05263157894736842,0.12339999842976743,0.1256058807827086,0.12119411607682624
A-0432,2,7.7,200,Cabo,Centro,Não,10.91,2020-02-02,0.25,0.15756302521008406,0.2295012679628064,0.15789473684210525,0.21615245911506925,0.22539615659406084,0.20690876163607766
A-0433,3,6.2,1000,Transformador,Centro,Não,25.52,2024-11-29,0.375,0.12605042016806725,0.5382502113271344,1.0,0.4366851474317538,0.46158010541494704,0.4117901894485605
A-0434,0,7.8,100,Isolador,Zona Norte,Não,0.71,2018-01-28,0.0,0.1596638655462185,0.013947590870667792,0.05263157894736842,0.04138020826518088,0.02541382171055903,0.057346594819802726
A-0435,2,4.7,1000,Religador,Zona Oeste,Não,15.34,2024-11-05,0.25,0.09453781512605043,0.3231191885038039,1.0,0.31584331957635126,0.3313895380637462,0.3002971010889563
A-0436,1,16.6,200,Transformador,Zona Sul,Sim,9.42,2011-05-16,0.125,0.34453781512605053,0.19801352493660185,0.15789473684210525,0.19410109419040117,0.17214731267779612,0.21605487570300624
A-0437,0,10.8,1000,Religador,Zona Norte,Sim,1.09,2022-11-04,0.0,0.22268907563025217,0.02197802197802198,1.0,0.15113122171945703,0.12886231415643182,0.17340012928248225
A-0438,1,7.9,200,Transformador,Zona Norte,Não,6.52,2019-09-18,0.125,0.16176470588235298,0.13672865595942518,0.15789473684210525,0.1391610116485087,0.13548454106027338,0.14283748223674397
A-0439,3,3.3,200,Isolador,Zona Norte,Não,19.12,2023-07-10,0.375,0.06512605042016807,0.40300084530853764,0.15789473684210525,0.29971493736080546,0.33070233231878865,0.2687275424028222
A-0440,1,15.9,100,Transformador,Zona Sul,Sim,6.0,2023-04-03,0.125,0.3298319327731093,0.1257396449704142,0.05263157894736842,0.15895143794048297,0.13846824466317204,0.17943463121779388
A-0441,2,4.9,200,Religador,Zona Sul,Sim,11.69,2021-11-13,0.25,0.09873949579831934,0.24598478444632288,0.15789473684210525,0.20933280817777125,0.22445885859793932,0.19420675775760318
A-0442,1,8.8,50,Cabo,Zona Norte,Sim,5.2,2022-06-07,0.125,0.18067226890756308,0.10883347421808962,0.0,0.1187844960469395,0.11321726915618319,0.12435172293769581
A-0443,5,5.1,100,Religador,Zona Sul,Não,25.53,2023-11-04,0.625,0.10294117647058823,0.5384615384615384,0.05263157894736842,0.437389854727316,0.48959573708025717,0.38518397237437485
A-0444,1,13.3,100,Seccionalizador,Zona Sul,Não,9.45,2013-10-27,0.125,0.2752100840336135,0.198647506339814,0.05263157894736842,0.16989942660340376,0.1548784182000424,0.1849204350067651
A-0445,4,5.0,200,Seccionalizador,Zona Oeste,Não,25.37,2022-09-17,0.5,0.10084033613445378,0.5350803043110736,0.15789473684210525,0.39648163220442334,0.436397598590978,0.35656566581786875
A-0446,2,13.5,500,Seccionalizador,Zona Oeste,Sim,13.86,2021-10-09,0.25,0.2794117647058824,0.29184277261200336,0.47368421052631576,0.29080360577740905,0.2878624293068208,0.2937447822479973
A-0447,0,4.3,100,Seccionalizador,Zona Sul,Não,1.82,2021-06-05,0.0,0.0861344537815126,0.03740490278951818,0.05263157894736842,0.03371151948789482,0.025098074109743556,0.042324964866046075
A-0448,1,1.0,100,Isolador,Zona Sul,Não,6.94,2024-11-11,0.125,0.016806722689075633,0.14560439560439561,0.05263157894736842,0.10230582111387065,0.1131251488449631,0.09148649338277821
A-0449,3,4.7,200,Cabo,Centro,Não,20.8,2023-10-09,0.375,0.09453781512605043,0.43850380388841925,0.15789473684210525,0.3162481778759464,0.34429439636334136,0.2882019593885514
A-0450,2,10.1,100,Cabo,Zona Oeste,Sim,10.09,2022-07-20,0.25,0.20798319327731096,0.2121724429416737,0.05263157894736842,0.21051152943270116,0.21471321010497005,0.20630984876043224
A-0451,3,2.8,50,Religador,Zona Norte,Não,13.58,2024-06-12,0.375,0.0546218487394958,0.2859256128486898,0.0,0.2467020536025061,0.2787398687285565,0.21466423847645566
A-0452,3,7.3,100,Transformador,Centro,Não,17.49,2024-06-18,0.375,0.14915966386554622,0.3685545224006762,0.05263157894736842,0.29566144738804895,0.3182454810014943,0.27307741377460354
A-0453,1,7.3,1000,Religador,Zona Norte,Sim,11.73,2018-01-04,0.125,0.14915966386554622,0.24683009298393913,1.0,0.25388096066829097,0.25146499428173635,0.25629692705484564
A-0454,0,24.8,500,Religador,Zona Oeste,Sim,0.78,2003-02-16,0.0,0.5168067226890757,0.015426880811496195,0.47368421052631576,0.1553578298338956,0.103677157564988,0.20703850210280314
A-0455,1,3.9,200,Religador,Centro,Não,6.44,2023-04-12,0.125,0.07773109243697479,0.13503803888419275,0.15789473684210525,0.12184710383686331,0.12657399459316582,0.11712021308056078
A-0456,4,23.1,200,Religador,Zona Norte,Não,22.34,2024-10-13,0.5,0.48109243697479004,0.4710481825866441,0.15789473684210525,0.45332241585516175,0.45521317215768275,0.45143165955264075
A-0457,2,3.9,200,Cabo,Zona Norte,Sim,10.71,2022-11-30,0.25,0.07773109243697479,0.22527472527472528,0.15789473684210525,0.19891810975402308,0.2161450005103256,0.18169121899772053
A-0458,4,12.2,200,Transformador,Centro,Sim,24.23,2016-08-02,0.5,0.2521008403361345,0.510989010989011,0.15789473684210525,0.4195063450481407,0.44429626101452724,0.39471642908175414
A-0459,3,6.4,200,Religador,Centro,Sim,19.26,2023-10-08,0.375,0.13025210084033614,0.40595942519019446,0.15789473684210525,0.3136277214093361,0.33810251132530245,0.2891529314933697
A-0460,2,5.7,200,Cabo,Zona Oeste,Não,13.62,2024-02-25,0.25,0.11554621848739498,0.28677092138630594,0.15789473684210525,0.2249299937975813,0.2383753719488418,0.2114846156463208
A-0461,3,2.1,100,Religador,Zona Oeste,Não,14.2,2023-06-04,0.375,0.03991596638655463,0.2990278951817413,0.05263157894736842,0.2529547197265702,0.28646312308791466,0.2194463163652256
A-0462,2,12.1,50,Seccionalizador,Centro,Não,8.21,2016-10-01,0.25,0.25000000000000006,0.1724429416737109,0.0,0.2017328825021133,0.20173288250211327,0.20173288250211327
A-0463,2,16.3,200,Religador,Zona Oeste,Não,11.66,2010-01-31,0.25,0.33823529411764713,0.24535080304311072,0.15789473684210525,0.2570417734206732,0.24821824400890846,0.26586530283243787
A-0464,2,11.8,500,Religador,Zona Sul,Sim,13.88,2024-05-16,0.25,0.2436974789915967,0.2922654268808115,0.47368421052631576,0.28378754491519437,0.2844177970160347,0.28315729281435403
A-0465,3,4.6,200,Isolador,Zona Norte,Não,19.84,2022-09-06,0.375,0.09243697478991597,0.41821639898562973,0.15789473684210525,0.30974178833788263,0.33799809085889104,0.2814854858168742
A-0466,1,6.1,500,Seccionalizador,Zona Sul,Não,7.01,2023-02-13,0.125,0.12394957983193278,0.147083685545224,0.47368421052631576,0.16628344268258533,0.16638848469939205,0.1661784006657786
A-0467,2,7.1,1000,Transformador,Zona Oeste,Sim,14.04,2021-01-03,0.25,0.14495798319327732,0.2956466610312764,1.0,0.3176855949480384,0.3281897966287107,0.3071813932673661
A-0468,3,12.9,100,Religador,Zona Norte,Não,15.82,2013-05-27,0.375,0.2668067226890757,0.3332628909551986,0.05263157894736842,0.30860336971911156,0.319422697450204,0.2977840419880191
A-0469,2,17.8,200,Transformador,Centro,Não,12.69,2012-02-07,0.25,0.36974789915966394,0.2671174978867286,0.15789473684210525,0.2698743028821619,0.2578995129661955,0.2818490927981283
A-0470,0,6.7,200,Seccionalizador,Zona Oeste,Não,2.25,2021-03-30,0.0,0.1365546218487395,0.04649196956889265,0.15789473684210525,0.057047988924626224,0.043392526739752274,0.07070345110950017
A-0471,1,1.2,1000,Religador,Zona Sul,Sim,11.04,2024-03-18,0.125,0.02100840336134454,0.23224852071005914,1.0,0.22387623688528666,0.2342753965491522,0.21347707722142112
A-0472,2,1.2,1000,Isolador,Centro,Não,14.31,2024-10-07,0.25,0.02100840336134454,0.30135249366018596,1.0,0.2946074287703247,0.3175065884341902,0.2717082691064591
A-0473,2,4.2,200,Cabo,Zona Norte,Não,14.13,2022-02-02,0.25,0.08403361344537816,0.2975486052409129,0.15789473684210525,0.22186077794556003,0.2384574166010222,0.20526413929009785
A-0474,1,15.9,100,Isolador,Zona Norte,Sim,6.3,2010-04-13,0.125,0.3298319327731093,0.13207945900253593,0.05263157894736842,0.1608533821501195,0.14037018887280855,0.1813365754274304
A-0475,0,12.4,500,Isolador,Zona Oeste,Sim,1.55,2023-10-11,0.0,0.2563025210084034,0.03169907016060862,0.47368421052631576,0.10813864630249485,0.08250839420165451,0.13376889840333517
A-0476,5,13.4,100,Cabo,Zona Norte,Sim,27.74,2021-08-10,0.625,0.27731092436974797,0.5851648351648351,0.05263157894736842,0.48627479331813694,0.5210437008811621,0.45150588575511175
A-0477,2,4.5,500,Cabo,Centro,Não,13.68,2021-06-12,0.25,0.09033613445378152,0.2880388841927303,0.47368421052631576,0.251847313201207,0.2678136997558288,0.23588092664658514
A-0478,1,5.7,1000,Cabo,Zona Sul,Não,10.12,2020-06-06,0.125,0.11554621848739498,0.21280642434488586,1.0,0.23695117100094476,0.23789654915220526,0.23600579284968426
A-0479,2,15.5,200,Religador,Zona Norte,Sim,11.98,2022-08-04,0.25,0.3214285714285715,0.25211327134404055,0.15789473684210525,0.255709169373137,0.24856631223027983,0.26285202651599415
A-0480,0,23.8,200,Transformador,Centro,Sim,2.54,2013-03-11,0.0,0.49579831932773116,0.052620456466610316,0.15789473684210525,0.13073527448973987,0.08115544255696674,0.18031510642251297
A-0481,2,15.8,200,Transformador,Zona Norte,Sim,14.54,2024-10-30,0.25,0.32773109243697485,0.30621301775147924,0.15789473684210525,0.27319959749704925,0.2654264882533518,0.28097270674074676
A-0482,1,15.8,200,Cabo,Zona Oeste,Não,9.71,2022-04-06,0.125,0.32773109243697485,0.20414201183431954,0.15789473684210525,0.19257829572190135,0.17230518647820386,0.21285140496559884
A-0483,3,4.3,200,Isolador,Centro,Não,20.1,2024-07-01,0.375,0.0861344537815126,0.42371090448013526,0.15789473684210525,0.31012963578455366,0.33901619040640235,0.28124308116270486
A-0484,4,13.0,500,Seccionalizador,Zona Sul,Não,27.78,2019-06-07,0.5,0.26890756302521013,0.5860101437024514,0.47368421052631576,0.47695297676840903,0.500062220465888,0.45384373307093
A-0485,2,2.4,1000,Cabo,Zona Norte,Não,15.06,2024-07-12,0.25,0.046218487394957986,0.31720202874049025,1.0,0.30440430610113867,0.3247824573616429,0.2840261548406345
A-0486,0,17.4,1000,Isolador,Centro,Não,3.31,2009-06-17,0.0,0.3613445378151261,0.06889264581572274,1.0,0.19293670130774204,0.15680224752622943,0.22907115508925466
A-0487,2,10.6,100,Isolador,Zona Norte,Sim,12.78,2021-10-30,0.25,0.21848739495798322,0.26901944209636514,0.05263157894736842,0.22966646951524303,0.2328177300194447,0.22651520901104133
A-0488,2,6.6,500,Religador,Zona Norte,Sim,12.49,2023-03-08,0.25,0.13445378151260504,0.26289095519864747,0.47368421052631576,0.25312646391474686,0.2646810857634863,0.24157184206600732
A-0489,3,0.8,500,Religador,Zona Oeste,Não,20.85,2024-12-19,0.375,0.012605042016806726,0.43956043956043955,0.47368421052631576,0.3317575613241248,0.3679970571224441,0.29551806552580545
A-0490,5,6.5,100,Transformador,Centro,Sim,27.29,2020-03-28,0.625,0.1323529411764706,0.5756551141166525,0.05263157894736842,0.4544302803650267,0.5036949862473796,0.40516557448267376
A-0491,2,8.2,50,Transformador,Zona Sul,Sim,10.31,2021-09-22,0.25,0.16806722689075632,0.21682163989856296,0.0,0.19865993734772014,0.2068532146586445,0.19046666003679577
A-0492,3,8.8,100,Seccionalizador,Centro,Não,15.4,2020-07-23,0.375,0.18067226890756308,0.3243871513102282,0.05263157894736842,0.28871375706931796,0.3081465301785616,0.2692809839600742
A-0493,3,6.7,1000,Seccionalizador,Zona Oeste,Não,25.09,2021-03-04,0.375,0.1365546218487395,0.5291631445477599,1.0,0.4360598677340759,0.4599044055492019,0.4122153299189498
A-0494,2,5.3,200,Seccionalizador,Zona Sul,Sim,11.39,2024-07-17,0.25,0.10714285714285715,0.23964497041420119,0.15789473684210525,0.20911153623704232,0.2233972505227566,0.19482582195132803
A-0495,5,3.9,500,Seccionalizador,Zona Sul,Sim,32.12,2022-06-06,0.625,0.07773109243697479,0.6777261200338124,0.47368421052631576,0.5162324755501703,0.5709593663064728,0.4615055847938677
A-0496,2,23.8,100,Isolador,Centro,Sim,12.67,2012-12-24,0.25,0.49579831932773116,0.2666948436179205,0.05263157894736842,0.2844312748456592,0.2598514429128861,0.30901110677843235
A-0497,5,28.3,500,Isolador,Zona Norte,Não,32.85,2022-05-12,0.625,0.5903361344537816,0.6931530008453086,0.47368421052631576,0.6233815481969804,0.6268479347516023,0.6199151616423586
A-0498,0,9.7,50,Transformador,Centro,Sim,3.57,2022-01-01,0.0,0.19957983193277312,0.07438715131022823,0.0,0.062232111779623095,0.042274128586345786,0.0821900949729004
A-0499,1,4.2,200,Religador,Zona Oeste,Sim,6.09,2024-01-02,0.125,0.08403361344537816,0.12764158918005072,0.15789473684210525,0.12088867312730138,0.12498531178276356,0.1167920344718392
A-0500,1,3.2,200,Religador,Zona Norte,Não,6.56,2022-11-13,0.125,0.06302521008403363,0.1375739644970414,0.15789473684210525,0.11966670505012968,0.1258641840417263,0.11346922605853303
A-0501,2,6.7,100,Cabo,Zona Sul,Sim,10.01,2022-01-03,0.25,0.1365546218487395,0.21048182586644124,0.05263157894736842,0.1957186300244171,0.20706316783954315,0.18437409220929105
A-0502,1,27.6,500,Isolador,Zona Sul,Sim,10.98,2018-12-04,0.125,0.5756302521008404,0.2309805579036348,0.47368421052631576,0.2817886388438901,0.23672561363380606,0.32685166405397414
A-0503,1,10.0,100,Seccionalizador,Zona Norte,Sim,6.64,2023-02-13,0.125,0.20588235294117652,0.13926458157227387,0.05263157894736842,0.1382190029546543,0.13013076766053666,0.14630723824877195
A-0504,0,18.5,200,Seccionalizador,Zona Sul,Sim,1.69,2009-03-30,0.0,0.3844537815126051,0.034657650042265425,0.15789473684210525,0.10307752499941118,0.06463214684815066,0.14152290315067168
A-0505,3,18.3,200,Cabo,Zona Sul,Sim,15.98,2016-12-27,0.375,0.3802521008403362,0.33664412510566355,0.15789473684210525,0.34283313138397686,0.3423079212999432,0.3433583414680104
A-0506,3,13.3,200,Religador,Zona Sul,Sim,16.68,2021-10-31,0.375,0.2752100840336135,0.3514370245139476,0.15789473684210525,0.3262625978451175,0.33624158944175614,0.31628360624847884
A-0507,0,2.9,100,Seccionalizador,Zona Norte,Não,2.11,2024-05-05,0.0,0.05672268907563025,0.04353338968723584,0.05263157894736842,0.029667712616033647,0.02399544370847062,0.035339981523596666
A-0508,1,18.3,50,Religador,Zona Norte,Sim,4.27,2016-02-28,0.125,0.3802521008403362,0.08918005071851225,0.0,0.15280443538362093,0.1272792252995873,0.17832964546765454
A-0509,2,2.6,1000,Cabo,Centro,Não,16.37,2024-11-27,0.25,0.05042016806722689,0.3448858833474218,1.0,0.3135497986176719,0.33350778181094926,0.2935918154243946
A-0510,5,4.3,100,Religador,Zona Oeste,Não,25.35,2021-05-01,0.625,0.0861344537815126,0.5346576500422654,0.05263157894736842,0.43288734366371895,0.4867738982855677,0.37900078904187023
A-0511,1,10.3,500,Religador,Zona Sul,Não,10.05,2023-01-07,0.125,0.21218487394957988,0.21132713440405748,0.47368421052631576,0.2032035361637648,0.19448504876880682,0.21192202355872278
A-0512,3,6.1,1000,Religador,Zona Norte,Sim,24.03,2023-03-31,0.375,0.12394957983193278,0.5067624683009299,1.0,0.42681865645666556,0.45192369847347225,0.40171361443985876
A-0513,0,10.3,100,Seccionalizador,Zona Oeste,Sim,2.23,2017-01-23,0.0,0.21218487394957988,0.04606931530008453,0.05263157894736842,0.061520927274678186,0.040302439879720195,0.08273941466963616
A-0514,2,2.5,100,Transformador,Centro,Não,10.35,2023-03-10,0.25,0.04831932773109244,0.21766694843617918,0.05263157894736842,0.18022710797180908,0.20039517519869984,0.1600590407449183
A-0515,1,4.3,200,Isolador,Zona Oeste,Não,8.94,2024-04-08,0.125,0.0861344537815126,0.18786982248520706,0.15789473684210525,0.13937731118607516,0.1432638658079239,0.13549075656422643
A-0516,1,12.9,1000,Religador,Zona Oeste,Não,10.45,2017-12-08,0.125,0.2668067226890757,0.21978021978021975,1.0,0.26929541047188105,0.2551147382029735,0.2834760827407886
A-0517,2,42.0,1000,Religador,Zona Oeste,Sim,14.58,1999-02-11,0.25,0.8781512605042018,0.3070583262890955,1.0,0.4677477499875691,0.40493262393714885,0.5305628760379891
A-0518,2,21.2,200,Religador,Zona Oeste,Não,15.18,2024-07-23,0.25,0.44117647058823534,0.31973795435333896,0.15789473684210525,0.2999461541078593,0.2808285070490357,0.3190638011666828
A-0519,1,1.7,500,Transformador,Zona Norte,Sim,6.54,2024-01-03,0.125,0.03151260504201681,0.13715131022823332,0.47368421052631576,0.14481633512950495,0.15416507462530327,0.1354675956337066
A-0520,1,6.6,100,Cabo,Centro,Sim,4.89,2023-01-05,0.125,0.13445378151260504,0.10228233305156381,0.05263157894736842,0.112838614112727,0.11189323596146648,0.11378399226398749
A-0521,1,4.9,1000,Seccionalizador,Zona Sul,Não,7.85,2024-01-01,0.125,0.09873949579831934,0.16483516483516483,1.0,0.21919844861021331,0.2218244990303814,0.21657239819004526
A-0522,1,8.1,1000,Transformador,Zona Norte,Sim,11.46,2017-10-09,0.125,0.16596638655462187,0.2411242603550296,1.0,0.25553055541743325,0.2514339167619711,0.2596271940728954
A-0523,3,10.2,100,Religador,Centro,Não,16.45,2015-09-12,0.375,0.2100840336134454,0.34657650042265425,0.05263157894736842,0.3012529147442222,0.3177445113828777,0.2847613181055667
A-0524,2,5.2,100,Transformador,Zona Sul,Não,13.17,2024-05-11,0.25,0.1050420168067227,0.2772612003381234,0.05263157894736842,0.20944992135751841,0.22394571967684612,0.19495412303819068
A-0525,5,16.7,100,Transformador,Zona Norte,Não,24.21,2023-03-28,0.625,0.3466386554621849,0.5105663567202029,0.05263157894736842,0.4777607960032347,0.5055969304570163,0.44992466154945315
A-0526,1,18.8,100,Transformador,Zona Oeste,Não,7.07,2020-10-26,0.125,0.39075630252100846,0.14835164835164835,0.05263157894736842,0.17791991290443304,0.15134428265233218,0.20449554315653387
A-0527,3,18.1,500,Cabo,Zona Oeste,Não,20.44,2011-10-30,0.375,0.37605042016806733,0.43089602704987323,0.47368421052631576,0.40184731320120703,0.4017422711844003,0.40195235521801376
A-0528,2,3.7,200,Isolador,Zona Oeste,Não,14.75,2024-10-19,0.25,0.07352941176470588,0.3106508875739645,0.15789473684210525,0.22369062230934106,0.24133768113287046,0.20604356348581163
A-0529,3,10.6,50,Seccionalizador,Zona Sul,Sim,11.91,2024-01-06,0.375,0.21848739495798322,0.25063398140321214,0.0,0.2688876734125603,0.284538933916762,0.2532364129083586
A-0530,3,17.0,200,Cabo,Zona Oeste,Não,17.13,2019-06-28,0.375,0.3529411764705883,0.36094674556213013,0.15789473684210525,0.34466173264696726,0.34686761499990837,0.34245585029402603
A-0531,3,14.8,1000,Cabo,Zona Oeste,Sim,21.49,2018-10-15,0.375,0.30672268907563033,0.4530853761622992,1.0,0.44727015066381587,0.4540978817562528,0.44044241957137886
A-0532,0,14.1,200,Isolador,Zona Sul,Sim,4.3,2014-09-28,0.0,0.2920168067226891,0.08981403212172442,0.15789473684210525,0.10113704466526567,0.07193536399299677,0.13033872533753457
A-0533,3,21.5,200,Cabo,Centro,Sim,18.25,2011-09-15,0.375,0.44747899159663873,0.3846153846153846,0.15789473684210525,0.37066988738815365,0.36342198822848976,0.3779177865478175
A-0534,2,5.7,100,Transformador,Zona Oeste,Não,11.25,2024-02-14,0.25,0.11554621848739498,0.23668639053254437,0.05263157894736842,0.19937831875197914,0.21282369690323963,0.18593294060071863
A-0535,1,1.4,1000,Transformador,Zona Oeste,Não,9.16,2024-10-14,0.125,0.025210084033613446,0.19251901944209635,1.0,0.2127977226393516,0.22277671423599024,0.20281873104271295
A-0536,2,6.6,500,Religador,Zona Norte,Não,17.29,2021-03-16,0.25,0.13445378151260504,0.36432797971259506,0.47368421052631576,0.2835575712689311,0.2951121931176706,0.2720029494201916
A-0537,3,6.9,100,Cabo,Centro,Sim,18.1,2021-11-06,0.375,0.14075630252100843,0.3814454775993238,0.05263157894736842,0.2978480616787357,0.3212724314266348,0.2744236919308365
A-0538,0,38.1,50,Religador,Zona Sul,Não,3.53,1993-11-20,0.0,0.796218487394958,0.073541842772612,0.0,0.1813062503107752,0.1016844015712794,0.26092809905027103
A-0539,2,4.8,50,Seccionalizador,Centro,Não,9.32,2024-10-04,0.25,0.09663865546218488,0.19590025359256127,0.0,0.17809780717020535,0.19343394162398686,0.16276167271642383
A-0540,0,18.5,100,Transformador,Zona Oeste,Não,0.83,2014-09-23,0.0,0.3844537815126051,0.01648351648351648,0.05263157894736842,0.08709896914231281,0.0486535909910523,0.12554434729357333
A-0541,0,33.4,200,Seccionalizador,Zona Oeste,Não,4.61,2009-09-23,0.0,0.6974789915966386,0.09636517328825023,0.15789473684210525,0.18419482399001333,0.11444692483034946,0.25394272314967714
A-0542,2,28.6,1000,Isolador,Centro,Sim,15.93,2011-08-16,0.25,0.596638655462185,0.33558748943364325,1.0,0.42000397792252997,0.3853401123763115,0.45466784346874844
A-0543,1,8.2,200,Transformador,Zona Sul,Não,6.7,2024-02-04,0.125,0.16806722689075632,0.14053254437869822,0.15789473684210525,0.14156268237597125,0.13725595968689563,0.1458694050650469
A-0544,0,15.0,500,Seccionalizador,Centro,Não,2.35,2014-10-08,0.0,0.3109243697478992,0.04860524091293322,0.47368421052631576,0.1241348672760914,0.09304243030130147,0.1552273042508813
A-0545,1,10.0,200,Isolador,Zona Sul,Não,9.89,2015-04-30,0.125,0.20588235294117652,0.20794590025359255,0.15789473684210525,0.16934971434852358,0.16126147905440594,0.17743794964264123
A-0546,2,4.2,500,Seccionalizador,Zona Norte,Não,14.37,2024-01-19,0.25,0.08403361344537816,0.3026204564666103,0.47368421052631576,0.2549612806816903,0.27155791933715245,0.2383646420262281
A-0547,3,20.6,500,Isolador,Zona Sul,Não,21.46,2016-09-07,0.375,0.42857142857142866,0.4524513947590871,0.47368421052631576,0.41881812519464345,0.41346098233750056,0.4241752680517863
A-0548,4,12.8,100,Isolador,Zona Norte,Não,22.48,2020-09-29,0.5,0.26470588235294124,0.4740067624683009,0.05263157894736842,0.40040636310581534,0.42393577487052125,0.37687695134110943
A-0549,2,3.7,200,Transformador,Centro,Sim,12.74,2022-02-07,0.25,0.07352941176470588,0.2681741335587489,0.15789473684210525,0.2109475961047764,0.2285946549283058,0.19330053728124696
A-0550,2,6.1,200,Religador,Zona Norte,Sim,11.77,2020-09-16,0.25,0.12394957983193278,0.24767540152155534,0.15789473684210525,0.2148820101070637,0.2274870521238704,0.20227696809025697
A-0551,2,7.4,50,Isolador,Centro,Não,12.84,2019-10-17,0.25,0.1512605042016807,0.2702874049027895,0.0,0.211338322311173,0.22121227189100492,0.20146437273134105
A-0552,0,19.0,200,Isolador,Zona Norte,Não,4.78,2010-12-13,0.0,0.39495798319327735,0.0999577345731192,0.15789473684210525,0.12476839069480175,0.08527259237547402,0.16426418901412948
A-0553,2,2.8,200,Transformador,Centro,Sim,14.82,2024-05-30,0.25,0.0546218487394958,0.3121301775147929,0.15789473684210525,0.22035289668654756,0.23989071181259797,0.20081508156049713
A-0554,3,2.8,1000,Religador,Zona Norte,Não,24.17,2023-04-05,0.375,0.0546218487394958,0.5097210481825867,1.0,0.41384068420267517,0.4458784993287256,0.38180286907662475
A-0555,1,9.8,200,Cabo,Zona Oeste,Não,6.78,2016-04-12,0.125,0.20168067226890762,0.14222316145393069,0.15789473684210525,0.14879255657417126,0.1411244893472805,0.15646062380106202
A-0556,6,3.5,500,Cabo,Zona Oeste,Não,41.87,2022-03-18,0.75,0.06932773109243698,0.8837700760777684,0.47368421052631576,0.6263649900944496,0.6944322169852057,0.5582977632036932
A-0557,1,7.2,200,Religador,Zona Oeste,Não,6.68,2022-06-25,0.125,0.14705882352941177,0.1401098901098901,0.15789473684210525,0.13723420542305992,0.13502832307011872,0.1394400877760011
A-0558,3,5.5,500,Seccionalizador,Zona Oeste,Não,22.65,2021-08-20,0.375,0.11134453781512606,0.4775993237531699,0.47368421052631576,0.3629171257416078,0.38928267196009514,0.3365515795231203
A-0559,1,0.8,200,Transformador,Centro,Não,9.89,2024-12-19,0.125,0.012605042016806726,0.20794590025359255,0.15789473684210525,0.13069425216364963,0.14193374796196895,0.1194547563653303
A-0560,1,4.6,500,Religador,Centro,Não,9.23,2024-01-18,0.125,0.09243697478991597,0.19399830938292476,0.47368421052631576,0.1740553088254922,0.17731161134650059,0.1707990063044838
A-0561,3,7.0,200,Cabo,Zona Norte,Não,19.93,2018-07-03,0.375,0.14285714285714288,0.42011834319526625,0.15789473684210525,0.320396405214219,0.3436106909285047,0.29718211949993323
A-0562,3,16.2,200,Isolador,Zona Oeste,Sim,19.87,2019-06-18,0.375,0.33613445378151263,0.4188503803888419,0.15789473684210525,0.35867147855716563,0.36255803317901436,0.35478492393531685
A-0563,3,29.0,200,Cabo,Zona Oeste,Sim,16.88,2004-06-08,0.375,0.6050420168067228,0.3556635672020287,0.15789473684210525,0.3934969472061637,0.3704927455254914,0.4165011488868359
A-0564,1,4.2,200,Isolador,Centro,Não,8.64,2022-07-30,0.125,0.08403361344537816,0.18153000845308537,0.15789473684210525,0.13705519890921178,0.14115183756467395,0.13295856025374958
A-0565,6,9.5,100,Transformador,Zona Norte,Não,28.16,2019-08-02,0.75,0.19537815126050423,0.5940405748098055,0.05263157894736842,0.5225509605897793,0.578013145463729,0.46708877571582974
A-0566,0,12.1,50,Isolador,Centro,Não,2.54,2015-04-18,0.0,0.25000000000000006,0.052620456466610316,0.0,0.06578613693998311,0.040786136939983106,0.09078613693998311
A-0567,1,36.2,50,Religador,Zona Sul,Não,4.74,2019-12-26,0.125,0.7563025210084034,0.09911242603550297,0.0,0.23099423201233157,0.16786397991149124,0.29412448411317194
A-0568,4,5.3,500,Isolador,Zona Sul,Sim,26.95,2020-10-11,0.5,0.10714285714285715,0.5684699915469146,0.47368421052631576,0.4393379899452774,0.47862370423099165,0.4000522756595631
A-0569,0,4.0,100,Seccionalizador,Centro,Não,4.16,2022-02-24,0.0,0.07983193277310925,0.08685545224006763,0.05263157894736842,0.04728618012137898,0.03930298684406806,0.055269373398689904
A-0570,5,6.2,100,Religador,Zona Norte,Não,28.01,2020-11-25,0.625,0.12605042016806725,0.5908706677937448,0.05263157894736842,0.4577344422664737,0.507629400249667,0.40783948428328043
A-0571,2,4.0,500,Transformador,Zona Sul,Não,14.02,2021-06-29,0.25,0.07983193277310925,0.2952240067624683,0.47368421052631576,0.2519020096359939,0.268918816358683,0.23488520291330484
A-0572,1,13.5,200,Religador,Zona Sul,Não,7.96,2020-08-19,0.125,0.2794117647058824,0.16715976331360946,0.15789473684210525,0.17181975561946985,0.15637857914888162,0.1872609320900581
